review,actual_sentiment,language
"Good app, love the discount.",positive,en
"Good for the price
Really good for the price wish it was a little more noticeable but ill take it for the price.",positive,en
"The IPA is exceptional. Visiting from Charlotte, I was curious about the brewing seen up here. Fellow PITT alumni Matt was working the tap room with finesse and kept everyone's glasses full and conversations going!! Killer IPA so I left with a growler to remember where to grab beer when I visit the Burgh!! HAIL TO PITT!!",positive,en
"This girl has Happy Feet! I went in for a color change, green of course to get a little lucky & to celebrate this month's holiday St Patrick's day! Tom as always the pedicure extraordinare did an awesome paint job & a toe nail touch up! He suggested a base coat color to go under the glittery green I chose, hey a girl needs some flare, even there! They look fabulous, I'd show them but my toes are camera shy! If you live way out East stop by US Nails & ask for Tom, he'll give you happy feet too! :)",positive,en
"Stayed at the Strand in April this year and was extremely happy with this hotel. The rooms were lovely, small but lovely.
The service was exceptional. A bottle of red wine was delivered our first night to thank us for staying at the hotel.
The hotel is so central. We walked to central park, close to the shops and close to the subway to go downtown.
The rooftop bar is amazing. great New York atmosphere. Great cocktails.
Definatly give this hotel a try. It was nice to come back to this hotel after long days wandering around the city.",positive,en
"Sizing
They are very cute and probably sturdy as the sole is tennis shoe like, but run very big",positive,en
dari Lot 5A-2 Lorong 11 Taman Tyng ke Airport Sandakan,positive,en
"The Bobbie is one of the greatest meat sandwiches ever created. You got turkey, mayo and cranberry sauce on a giant roll. I don't think I have ever ordered anything else from there! That's how Double Bomb the sandwich is!",positive,en
"Food is good
And service too. Waitresses are courteous and helpful .
I'm a regular and will recommend my friends to come",positive,en
Food edible,positive,en
"I hope I will be just as satisfied as I was this time. It was my first time at the Hotel Newton and I selected the location to be near my granddaughter's school which was just a couple of blocks away. My daughter and granddaughter stayed with me so I was a solo traveler but a hotel guest with a family.
The hotel exceeded my expectations in almost every respect. The staff was super professional and attentive. The room was very clean and comfortable, for the most part. My only complaints are 1) the radiator heat can not be controlled by guests and 2) the television had white vertical lines always present. With respect to the room temperature, we were so thankful we could open the window but that, of course, allowed more street noise in. My daughter retrieved a fan from home and we were able to use that for circulation and ""white noise"" for the rest of our stay (5 nights total) but most people will not have that option. As far as the television goes, it was certainly tolerable and most folks will not be holed up in their room watching it. We were told that all television sets in the hotel had the lines (see photo).
Yes, the elevator is slow but I've experienced worse in Europe. Since we were on the second floor we usually took the stairs. We paid $5 a day for internet - - free would have been nice but no big deal. I booked my room through booking.com and missed a great deal offered by the hotel. I probably should have realized that after the holidays something like that might have been available.
The neighborhood had everything we needed and I felt totally safe moving around on my own. Unfortunately, my granddaughter became ill while we were there but even that was manageable with an urgent care location a couple of blocks away and a drug store next door. Central Park is located just a few blocks to the east and a major subway station just steps away.
I would absolutely stay at the Hotel Newton again.",positive,en
"I have been going to this salon for the past ten years. I love everything about the salon, the workers, the environment and the cleanliness. Everyone is so so friendly. I have been getting my nails done with Kevin for the past 10 years and he is one of the best i've ever been to and he doesn't rush when doing your nails and makes them absolutely perfect and flawless. If I have ever broken a nail or chipped it or anything they fix it right away for free. \nI have also been going to Jenny for my pedicures and brow waxes and she is also amazing and makes my brows exactly how I want it. I've also been to Anthony, Lisa and Tina and my services with them have been nothing but amazing doing exactly what I want. My sister and three nieces go to this salon and I wouldn't ever think about going anywhere else. I don't trust anywhere else with my nails.",positive,en
Investors could have a rare opportunity to buy Amazon while it's down significantly.,positive,en
Really awesome place,positive,en
"I must admit I have a thing for Outback. But this Outback is something special...\n\nTheir interior has been remodeled within the last couple of years and it looks unlike any I've seen before. It's absolutely delightful! There are new designs and murals on the wall, and neat dividers between booths. The bar looks wonderful and the table tops are shiny and new. There are all new wooden floors too. This place got an overhaul and looks great!\n\nOur server was a new girl who had been there a few months, and she did a pretty good job. I had the spinach artichoke chicken flatbread pizza as an \""aussie-tizer\"" and it was AMAZING! It's only available for a limited time and I highly recommend you get to try it while they have it! There is an awesome happy hour that spans as long as their open, \""billabong hours\"" they call it. In Australia a billabong is a watering hole, and so at the Outback the bar is their billabong. Their small draft domestic beers are only $1.95 and the house wine is only $2.50 a glass. I know right? Awesome!\n\nThe food was outstanding as ever, 10 oz Strips are delicious and the perfect size. And to top it off with a chocolate thunder from down under was the icing on the cake! This place is just legit from top to bottom.\n\nOn a side note, the manager there, Scott Hughes, is an amazing guy. I've met him a few times and he's always so incredibly cordial. He is the essence of hospitality and customer service. He is always walking around talking with guests ensuring everyone is doing great in his establishment. He really takes pride in his work, which is so rare to see nowadays in the restaurant industry. This guy is great at what he does and I'm glad I know him.\n\nIf you're in the neighborhood by Superstition Mall I highly recommend going to this place. It's got great food, great people working, and great management! Woohoo! This is as good as it gets!",positive,en
"Okay for price
Okay for price. Smaller than I thought.",positive,en
"Let me start by saying I am from San Diego, and we have an array of excellent, high class cigar bars to choose from. With that said, Fox's takes the cake as the best cigar bar I have ever been to. \nThe scotch/whisky/bourbon selection is nothing short of a masterpiece, with something for spirits lovers of all levels (at very competitive prices).\n The cigar selection is great, with highly knowledgeable staff who cater to your palate. If you're in the area, definitely check this place out and be sure to talk to Rachel (our server who was very helpful when choosing drinks), Kyle (Fox's personal cigar aficionado), and Cliff (the GM who took care of us incredibly well by going the extra mile on everything).",positive,en
"Quality product
The Carhartt brand makes good heavy duty products. The cotton is thick and high quality. Runs a little bit large in size. Shrinks a little in the dryer.",positive,en
"Stopped by during CES. Banger Brewing is a great addition to downtown. Great Beer and a super friendly staff. Loved the 5 beer sampler with locally made flavored popcorn. I think the IPA was my favorite but all the beer was good or unique. Anyone visiting Vegas who wants to get away from the Strip and experience something more genuine, head down to Banger Brewing and get the sampler. They don't serve food but another cool new downtown addition called the Container Park has some good choices and its only a block away. I'll be back next year.",positive,en
"It's hard to know what to make of this weird little Aussie crime flick - on the one hand, it's an enjoyable little film with a great sense of humour; but on the other, it just lacks a certain something that ensures the film never reaches above it's boundary that keeps it trapped within the merely 'interesting' territory. That being said, Two Hands is a well plotted film that excellently juggles several stories at the same time, which allows several small climaxes throughout the movie, and that in turn helps to stop the film becoming boring. The absurdity of the goings-on, the thick Australian accents and the bizarre set of characters all help to ensure that the film entertains also. The plot follows the story of a young doorman who thinks he'll go on to bigger things after accepting a job from the local kingpin. He doesn't; the job only lands him in trouble when he fancies a swim and stupidly leaves ten grand on the beach, which is promptly stolen by a couple of kids who have the time of their lives on a shopping spree. However, all is not rosy for our hero; who must find the money or face the consequences...The film is made up of a cast of unknowns; at least, it was back in 1999, as nowadays Heath Ledger is something of a name. He doesn't impress too much here, however, as his performance is mostly of the one-note variety and he doesn't make for a very compelling lead. He fits the movie in that he's Australian and looks naive; but beyond that, he's not the best lead I've ever seen in a movie. If you ask me, Bryan Brown gave the best performance here. He might not have a great deal of screen time, but he steals every scene he's in and it's him that provides the movie with a lot of its humour. He's got nothing to do with the best sequence, however, which takes place in the form of probably the most hilarious bank robbery ever caught on film. On the whole, I can recommend this film to people that enjoy quirky crime films; as the weirdness is plentiful, and the way that events take a turn for the bizarre is enjoyable; but if you're not a fan of this sort of film, I can't really say that Two Hands will float your boat. It's not a must see, but if it's your thing and you get a chance to see it...you probably wont completely regret it.",positive,en
I had never seen such an incredible acting job in a motion picture as I did when I saw Daniel Day-Lewis play Christy Brown in My Left Foot. In fact off the scene his role wasn't even over. He played the role of Christy Brown or at least disabled like him all through the filming of the movie and needed surgery because of the damage his superior acting had done to his back. To me that is remarkable and through all the pain he put up with to act that role I believe it is quite true to say he put on the most Oscar worthy performance in history. He was so masterful in this tough a part that I believe no one could have done it better or with more of an impact than him. Although I cannot say it is the greatest movie of all time I can say that how he played this impossible a role and then kept on acting it until it wasn't even acting anymore is without a doubt the greatest feet I will ever seen an actor do. Probably a man too for that matter.,positive,en
"Hotel ist sehr zentral gelegen. Daher kann Waschington zu Fuß erkundet werden. Metro und Imbiss (essen) unterm Hotel.
Zimmer sind Renovierungsbedürftig aber sauber. Betten sind ok mit Klima und Kühlschrank.
Frühstück ist gut wenn auch das Personal ziemlich kopflos rumläuft. Pool ist groß und sauber.
Alles andere kostet extra. WLan 10,95 $, Garage 42$ das ist zu viel.
Rechnung musste 3 mal ausgestellt werden bis sie stimmte.",positive,en
i think it falls into the whole i want to feel safe and protected phenomena and how can i be provided for if i am the one providing,positive,en
A very speedy delivery and excellent price as always.,positive,en
"This hotel is in a good location with great WiFi, large clean room,fridge, microwave, coffee maker and a balcony with a view on the space needle. There is also a pull out couch in the room. Staff were very good with a hot breakfast served each morning. Free parking is available both on and off site. Tours pick you and drop you at the door. Bottled water and popcorn greet you on check in.",positive,en
James Franco is totally cool in this movie. Not just handsome and charismatic but genuinely open and vulnerable in a sincere kind of way. At the Tristan screening some folks were on his back for being pouty and sullen and doing the whole James Dean thing but I don't think this true. Blind Spot is proof positive of his tremendous talent. In this film he carries himself with a different sort of weight entirely. It's a unique performance. Bittersweet and really moving. The lines from his journal cut you like a knife. You sense a sharp intelligence of observation behind his words. The tone is everything. He carries it through the action and suspense as well as the grim bits of gallows humor. I like the other two actors a great deal too. The blonde girl is totally gorgeous and the man is hysterical in his twisted tough guy stoicism. Some of the thugs seemed a little sketchy but this is a mini-point really. The film is totally solid and Franco is way cool all around.,positive,en
Great app with lots of features. Weird monitoring of posts and definitely a more wholesome X.,positive,en
"Topics related to the economy or business are not something I am good at or enjoy reading about, this course helped me learn a bunch of useful things I would otherwise not have put effort into studying.",positive,en
too bad i can't use it with WiFi connection..,positive,en
"I was in Houston this past week on business for a conference in the Galleria, an area which has quite a few Starwood properties around it. I settled on the Westin Oaks, a hotel I had stayed at previously a couple years ago that was still undergoing renovations at the time. Back then, my experience was mixed, with the elevators having a mind of their own, the older rooms looking worn out, and the service level was just a hit or miss. Could this time around be any different?
Arriving a couple hours before normal check-in time, I was informed of a room being available and had been upgraded to an Executive King Corner room on the 17th floor. The check-in experience itself was quick, and the agents at the front desk were pleasant to deal with. A couple years ago, the lobby area was only limited to the elevators and the front desk while renovations were going on and the changes were noticeable and quite nice I have to admit. The one big thing one will notice is the major improvement in the elevators, they no longer have a mind of their own and you simply enter the floor number you'd like to be taken to and off you go. The lobby bar area was available this time around, and it had a nice upscale feel to it which was rather enjoyable.
My room itself was a large corner room, with new furnishings that were very similar to other new Westin properties. The bed was indeed ""heavenly"", and I was impressed with the overall look and feel of the room. No longer did these rooms have that worn look to them, and it was obvious that Westin has really done a good job with the room upgrades. The corner Executive King room is very similar to a suite, and is very spacious - one will not be disappointed with it!
Throughout my three night stay, I was able to use in-room dining which was good and much better than my previous stay and the front desk was able to take care of any of my needs. Danny Ruiz, one of the guest relations coordinators had contacted me ahead of my stay asking me if there was anything I would need and made sure my stay was as enjoyable as possible. One of the best things about this hotel is that it's right in the Galleria, so you basically have the mall available to you during business hours and it's very easy to get a quick meal at the food court, walk down to a decent sit-down restaurant, or just pass the time with some shopping or even a bit of ice-skating! As my conference was in the same area, I hardly ever had the need to step outside other than going out to events in the evening. I also had a chance to experience the Business Center which helped me out greatly.
Overall, I was pleasantly surprised by this stay and it's great to see the changes that have taken place at this hotel. A couple years ago, I had the kind of experience which was OK at best and I didn't really know how this time would turn around. I'm happy to say though that this hotel has improved greatly after the renovations, and you might even think you're at a completely different place if you've stayed here before. The rooms have been upgraded and are definitely on par with the newer Westin hotels, the service level has improved greatly, and elevators I'm thrilled to say now take you to where you want to go! The staff was wonderful to deal with, and every need I had was taken care of without hesitation. It's amazing how things change after a renovation, and this property has definitely been upgraded. Other Starwood hotels exist around the area, but I'll be staying at the Westin Oaks again as my choice of hotel in Houston.",positive,en
"Bright, And good for the cost
It's a nice light for the price. The gears when moving are quite loud. It's bright and even comes with a magnet mounting and a permanent mount as well. Power cable is sufficiently long. Fine control of light isn't the best but it has ways around that. Would get again. But that noise is really distracting but yeah good buy. I'll try to make a video soon about the item",positive,en
Location okayGreat decoStaff good,positive,en
"I am a senior traveler. The people at the reception desk helped me with dinner reservations, taxis, stairs and responded kindly to my every request. I would certainly choose to stay at the Ace Hotel again and would recommend it as comfortable and fun.",positive,en
"The hotel is in a great location and generally staff are lovely, especially John the doorman. However at over $300 a night room only (Inc taxes) for an internal facing room it seems expensive. The decor is quirky.
The hotel is great for being on the wharf and next to the cable car stop, but the wharf area is quite seedy. A couple of times I got hassled by people on the street, one very creepy.
Didn't eat in the hotel apart from breakfast, which again seemed quite expensive at about $18 for a croissant, bagel and 2 coffees, better going to the Starbucks at the back of the hotel.
The sound-proofing between the rooms is not good, I could hear the couple next door chatting through the night/woken up when they did early in the morning.
The wine hour is good and it's nice to get a chance to socialise with the other guests.
Would recommend on the basis could get a deal which would reduce price.",positive,en
i feel that money plays a very vital role in all our lives,positive,en
"I am very impressed with this store! It's consistently clean and the staff have always been helpful and kind to me. In each department, I am impressed by the selection of products they have to offer. The produce department has always been well stocked for my trips, with only the exception of one occasion (due to a national lime shortage). I appreciate that there is a bank location and a Starbucks location within the store as well, not to mention a gas station with reduced fuel prices for Safeway Card holders. For the most part, the entire store is well lit and the products are almost always well stocked. Overall, I think this store deserves five stars because of the quality it consistently offers it's customers. It's no AJ's, but it's also more reasonable in price!",positive,en
"Nous y avons séjourné du 11 au 16/07. Hôtel pas trop grand, avec parking gratuit et bon petit déjeuner inclus dans le prix. A 10 minutes de marche d'Universal Studios et à proximité de l'autoroute. Idéal comme point de chute. Personnel agréable et chambre au calme à l'arrière du bâtiment. Il y a une piscine intérieure (petite) que nous n'avons pas utilisé.
Prix par nuit en moyenne 140$ taxes incluses.",positive,en
"I stayed at the Palace Hotle in July 2011 for one night on a business trip to SF. I was immediately impressed with this hotel from the moment I met the valet. First, he complimented the move I had to make cutting across traffic to make it to the hotel, and then he was more than friendly while helping me get m bag from the trunk. A great ambassador for the hotel.
The lobby and atrium inside are beautiful. I had breakfast there in the morning (breakfast was pretty pricey- $20 for an omlette) and the waiter gave a history lesson on the hotel, which was very interesting. It was nice to see an employee with such pride in the property where he worked.
The room was nice, nothing crazy, but very clean and tastefully decorated. Nice bathroom as well.
Everything else was great, like I said, it was only one night, but I would definitely stay there again.",positive,en
Quick response and excellent job done in a day thanks.,positive,en
"Best sushi I've had in Pittsburgh. Certainly in terms of overall experience. The presentation of the sushi was incredible. Even standard rolls (avocado) were better than I expected. They have some really interesting speciality rolls, including one with grilled chicken (yeah..grilled chicken). \n\nThe rest of the food is good, but leaves something to be desired. We got vegetable chow fun, which was good - but not incredible like the sushi. \n\nI will definitely return.",positive,en
"My only issue is that the base of the car seat is pretty wide and therefore can make it very difficult to ...
4.5 stars! I have bought two of these. There were two reason I decided on the Britax Boulevard. 1. It was rated as one of the easiest car seats to install properly. 2. It has an ARB (Anti Rebound Bar) I've read articles that state that the number one cause of injuries to children in carseats is because the car seat is not installed properly. So #1 was extremely important to me. I have had limited experience with other brands, but I can say that the ClickTight helps get the car seat much tighter much easier than some other models. My only issue is that the base of the car seat is pretty wide and therefore can make it very difficult to reach the tether that is used when utilizing the anchors in the car. Some cars are easier than others, but that is probably the only time consuming part of installing and removing the seat. The strap on the tether is difficult to loosen which makes things harder. The only other negative i have to say is that you have to recline the seat before installing. That may be standard for all car seats, but I found that annoying considering how difficult the seat is to remove and loosen when already installed. That is the only reason i give it a .5 star below a 5. My son was very comfortable in this seat almost immediately... I saw a huge difference in his comfort when comparing to the infant only car seat. Overall, for a convertible car seat, I would highly recommend this one.",positive,en
"Only thing, that you cannot download songs in free version. The makers can limit the downloads to 40-50 so that one can listen even if he is out of network",positive,en
Excellent next day delivery. Product well packed and in full working order. No complaints!,positive,en
"From making the reservation until the time we walked out of the front door to wander the streets of uptown Charlotte the experience of dining at e2 was simply amazing.\n\nAs Ben said I'm not sure what has held me back from e2 for so long, but I'm glad we went when we did and our experience last night has made a fan of me. We will definitely be back. The food was well thought out and prepared to perfection.\n\nI started out with the Oysters on the half shell which were great. The oysters themselves were perfect which I get that the restaurant just really shucks them and puts them on ice but were a great start to a meal. Prior to the oysters they brought out 2 \""pre appetizers\"" made special by the Chef to entice our appetite. We had a salmon paste type plate....very small but just enough to wake up the ol tastebuds. We then had some sort of risotto, ham and the ever popular chantrelle mushroom small plate that was just bursting with perfection.\n\nMy Co-Diners had the Yellowfin Tuna Spring Rolls which has now taken over as the Best App in Charlotte IMO. Sushi grade tuna, jalapeno, cucumber and a sprig of cilantro to pull it all together. What a great combination of flavor. Also, I was able to sample the Grilled Peach Salad. Surprisingly fresh Georgia Peaches, Mascarpone cheese which really stood out, basil, honey and I'm still not sure what the heck \""Mache\"" is but I do know that I like it. \n\nFor my entree I had the special NY Strip. 14 glorious oz of perfectly cooked NY Strippy goodness. It was marinated perfectly with worchestershire and seasoned to perfection. It had a cippolini onion chutney which when paired together made me start thinking about when I was coming back. \n\nWe finished up with a few desserts for the table. I am not sure who the Master Dessert Chef they have in the back but give him/her a raise! This person is a genious. Banana Cream Pie which had like 6 layers or something. It was nothing short of exemplary and included banana bread, banana pudding, and shaved chocolate. I could have eaten that as my meal. WOW.\n\nSuffice it to say the service was also impeccable. Attentive and knowledgeable which I would have expected nothing less. They didn't disappoint. For a wonderful dining experience please make your reservation now. You can truly tell these guys know that they're doing. If you're looking for a true dining experience this is your place.",positive,en
"Loved this hotel! People working here are really nice and personable. They made their car and driver available to us when needed and sometimes without asking. rooms are really nice, bed comfy, library a great place to meet friends or just hang out with cocktails. We gathered daily at Boka for happy hour and great food. Perfect location. We walked to Pikes Market, to Duck Tour and to Safeco Stadium for the Dallas Cowboy/Seahawk Football Game. Only thing that would have made it better is if the Cowboys had won!",positive,en
"初めてニューヨークのカウントダウンを見る事ができました。と言ってもタイムズスクエア周辺道路は既に規制されていて全く入り込めないので部屋の中で我慢しました。
ただし部屋の窓からタイムズスクエアの中心を見ることは出来ません。参加者の盛り上がってる声や道沿いに居る人たち、ニューイヤーと共にまかれた紙吹雪などは見えました。寒い中でずっと立っているよりもずっと良かったと思います。
ホテルの近くにはデリもたくさんあるし、ブロードウェイや地下鉄の駅、レストラン、ショップ、どこへ行くにも便利です。
ホテルの部屋はまずまずだと思います。",positive,en
i feel its my job and a joyful responsibility that i love taking on but you know it s a but in there some where,positive,en
"Apple and Amazon are two colossuses in highly competitive markets, both offering massive opportunities, while also reporting different risk profiles. AAPL reported an overall superior performance over the past years, while AMZN after years of relative strength, is more recently suffering under negative momentum, and not without reasons.",positive,en
"Best recommend dishes by the restaurant. We truly enjoyed our dinner at here and their customer service is excellent! One of the staffs name Sun, he just super cool guy and went through the menu with us very detail.The price is quite reasonable due to the standard and quality. 😉",positive,en
"I have used Mr Memory several times for additional RAM and SDDs. They are always very competitive and offer a foolproof way of selecting the right components for our PCs and laptops. The memory arrived the next day well wrapped, with clear instructions that would help anyone who was not experienced at installing it.",positive,en
Dividend-paying stocks have historically been a successful way to protect capital against inflation.,positive,en
We went to Citizen Public House because of the multitude of huge Yelp reviews and it didn't disappoint. Our waiter was so knowledgable from the cocktails to the food and wine. Amazing memory. Thanks Citizen...we will visit again when we are in town.,positive,en
"If you are a traveller, if there is a fire burning into your heart, if you'd call ""home"" every place on earth, but none of them can give you enough, if you are always looking for the next thing and if you believe the other part of your soul is somewhere out there, see this movie and you'll find out a little, but wonderful, piece of life sitting next to you.",positive,en
"Stayed at the Palomar for 4 nights before heading off to Las Vegas.
I found the staff very friendly, we arrived just as the world cup was starting and wanted to catch the games, the staff gave us a list of all the games/what time they were on and what channels they were on. Did find the food expensive but we didn't eat there so can't comment on if it was nice or not.
Location is the winner for this hotel, lots of shops nearby and a few bars/restaurants. We went to fishermans wharf a few times and that means a taxi ride from what i remember it was normally about $12.
The only down fall i found was the size of the rooms they were tiny. Would have preferred a larger room.",positive,en
"Came here on Friday night, everything was awesome with beautiful atmosphere however desserts were just average.",positive,en
stall no. 25 serves good tasty food.do try the jellyfish umai and sugarcane with lemon drink as well (different stall),positive,en
"This book does not try to take itself too seriously. The author does not bog us down with reams of technobabble, or try to impress us with his knowledge of theoretical physics.It is a good story, filled with well developed and interesting characters. Most importantly, it is funny. As much as I enjoy science fiction, I also enjoy having a good laugh, and I got plenty of both here.Around 80%, there were of number of technical errors with the text, with some paragraphs repeating, and some missing entirely. It could be I got a bad download, or maybe a glitch in my device. Either way, I do not hold that against the author. However, there were a number of grammatical errors which I did find distracting. Still, the book overall was very good, and I will probably read more from this author.",positive,en
"I have been looking for a place that sells Primal dog food that's closer to my house. I used to have to drive out to Whole Foods for it, but now I can just drive down the street. The customer service offered here is stellar! The guy helping me was super friendly and really knew his stuff. This will now be my number one pet store choice. Come see them for all of your pet needs!",positive,en
"It's a good social media platform, and I like it. Also, you can make your account private and control who can message you. It also has a feature of who can comment on your videos and if your like count is public or not. It is one of the most original, easy apps. You can control how much scary or inappropriate content you see. Awesome app, guys 👍",positive,en
It is a good app to express and share my thoughts and opinions on things without any blockade.,positive,en
Facile d'acc\u00e8s.,positive,en
"My wife and I came for a weekend stay and picked The New York Palace. First, only folks that know how to drive in New York should. Everyone else take the cabs. There are plenty of them and car storage is crazy expensive. We took the cab route and paid a flat $45 fee from the airport. The hotel is truly impressive and everyone is quite eager to be of service. This is what I thinks sets the hotel apart from others. Check in was quick with no issues. The wait at the elevator lobby was a bit longer than expected, but it is a +30 story hotel serviced by 6 elevators. The room was nice, but not any more special that a good hotel. One item of note is the light switch near the door. We made the mistake of pressing the lower of the three buttons that alerts the floor chamber maid. After a few minutes, a very cheerful lady knocked on the door asking how she could help. We said there was no issue and she guessed we hit the button by mistake and showed us what each button did. Again unexpected good personal service. Our view of was OK, but blocked by a building across the street. The bed was very comfortable and the pillows were wonderful. My wife would love to know where they got them. The next day we walked downtown area. This hotel is in the center of everything and blocks from the theater district. We wanted to experience a true New York restaurant and asked the Concierge for help that Friday afternoon for a Saturday night reservation. There are three always at the desk and ready to serve. Being Friday and not having reservations booked in advance, it was not an easy task. Our concierge said he would leave a telephone message with his findings and recommendation. When we finished our walk that day and went back to the room. Like clockwork, there was a message on the phone to check with the concierge desk. Our reservations were set with a paper showing the directions and contact phone number. Again, great personal service. Our Saturday night was great with a show and dinner. Our check out was very easy and quick. The cab ride back to the airport was $42 meter fee. For summary, everyone we met at the hotel was very professional while the room was good, it was more expensive than it's worth.",positive,en
"Ho soggiornato all'SLS x 8 notti tra la fine di Set. 2009 e l'inizio di Ott. ed è stata un'ottima esperienza.La posizione è strategica al massimo x una città così estesa come Los Angeles;è a 1 blocco dal Beverly Center,comoda sia x spostarsi verso Santa Monicache verso il Sunset.L'hotel è nuovissimo e bellissimo.Al frontdesk sono molto gentili e premurosi.
La camera è molto ben arredata con pareti di specchi scuri ,spaziosa ed ogni tipo di comodità.Nel bagno non ci sono i soliti saponi mignon,ma detergenti viso e corpo,creme e balsamo in formato maxi per rendere più agevole e pratico il viaggio di chi sosterà all'SLS.L'accappatoio merita un 10 e lode(sof like silk)!!!! e la doccia è grande.
Il letto è veramente molto comodo e per i corridoi c'è sempre una gradevolissima profumazione .L'hotel è molto silenzioso in generale.
Il servizio valletto è molto efficente e ad ogni ritiro dell'auto si è omaggiati di una bottiglietta di acqua minerale.All'uscita ci sono spesso paprazzi che aspettano eventuali e probabili vip che alloggiano all'SLS.
Molto pratico e bello è il fatto che dell'hotel fa parte uno spazioso ed elegante locale x drinks,chiacchiere ecc. chiamato Bazar pieno di salottini e luci soffuse generalmente frequentato da gente giovane e cool.
Consiglio vivamente questo hotel,costa un pochino più di altri,ma ha veramente una marcia in più!!!!!!!!!",positive,en
"This hotel is straight out of the 70's. Rooms are dusty, decor is old, yet prices remain high. As a frequent business traveler who stays in many hotels, this hotel was unimpressive. Worse is the service provided to platinum/status members of their frequent stay program. I asked for one hour extension on check-out on a Friday and was told to call back the next day. In fact, they told me to assume that I couldn't.
Definitely do NOT stay here. Do yourself a favor and stay at a Starwood property--the W, the Westin, etc. They are a brand/chain who know how to treat customers.",positive,en
i feel i am talented and pretty and important,positive,en
Ordering process was very smooth and products arrived very quickly. The 6 year guarantee is also a nice addition.,positive,en
"This is one powerful film. The first time I saw it, the Scottish accents made it tough for me to understand a lot and that ruined the viewing experience. I gave up on it but then acquired the DVD, used the English subtitles when I needed them, and really got into this movie, discovering just how good it is. It is excellent.The widescreen picture makes it spectacular in parts, with some wonderful rugged scenery and the story reminded me of Braveheart, an involving tale of good versus evil. Here, it's Liam Neeson (good) vs. Tim Roth (evil). Both do their jobs well.Few actors come across as despicable as Roth. Man, you really want to smack this guy in his arrogant, irritating puss. (He is so nasty and vile the sick critics love his character more than anyone else's here). Neeson is a man's man and a solid hero figure as Gibson was in Braveheart. Jessica Lange is strong in here as the female lead. The movie draws you in and gets you totally involved, so prepared to have an emotional experience viewing this.",positive,en
I work at a near by restaurant ... we were craving something different because we eat our food everyday. So we ordered takeout.\n\nI am not a big pizza fan but it was hot tasty and ready when they said it would be.,positive,en
I love the search bar and a seemingly endless selection and variety,positive,en
"I must appreciate the customer services of Hughes, they have provided me a prompt solution and added my requested item into the shipping cart as I forgot to add up in the main order, plus they have also added the free item with the bundle deal without any delay as I got my delivery in one day as promised.
Thank you Hughes",positive,en
THIS IS STILL PROBABLY MY FAVORITE HOTEL IN VEGAS!!!\n\nOkay so I haven't actually stayed here...honestly it's kinda out of my price range. But I ALWAYS ALWAYS ALWAYS stop here in Vegas for my must do's:\n\n1) Must watch a least one Bellagio Fountain Show (which happens every 1/2 hour until)....CHECK!!!!\n\n2) Must check out the indoor Conservatory (just a short stroll from hotel registration area) to see what beautiful flower display they dream up. I love being surprised by their latest flower display which usually goes along with the season or hoilday. So they probably change the display every month or so. Last weekend to go along with Spring Break they had lovely tulips all over and a glass enclosed butterfly display. WOWIE...CHECK!!! \n\n@}-------}-------- GIRLS LOVE FLOWERS!\n\n3.) Must get in my picture WHORE time for about 30 minutes.....CHECK!!!!\n\nI always leave here so happy....even if there are tons of other tourist around. \n\nP.S. 'O' is the still best Cirque show yet!!!,positive,en
"I have come to DW Bistro for both brunch and dinner many times and I always leave full, content and tipsy. \n\nFor dinner, the chorizo and shrimp appetizer is super good, as well as the dover sole puttanesca and the salmon, both incredibly fresh and flavorful. For brunch the chilaquiles and homemade scones are a must. Brunch is a particularly happening time to be there. I recommend ordering wine for dinner though, I have tried several of their cocktails and I didn't really love them. \n\nAny time you go, the owners Bryce and Dalton are helping out, greeting customers, refilling your mimosas 20 times, etc. They are super friendly, accesible hosts.\n\nI am anxiously waiting for them to open their downtown location.",positive,en
"When adding a song to a playlist I wish they had the option to search for the playlist instead of scrolling and searching. And in the playlist section they should have it seperated - a category called 'All playlists' and 'My playlists', would be more convenient and user-friendly.",positive,en
"i liked this movie a lot.I rented this expecting something not too bad to spend an evening.It turned out a particularly satisfying experience. Some scenes were hilarious and managed to be so in a movie not intended to be just a stupid slapstick comedy but with some meaning and moral values.It manages on both counts.The leads are all good but especially the guy who stars,also wrote and produced the movie.I've never seen any of these actors before, but they were likable and made me care about what happens to them in the end which is saying a lot.The script is clever and involving and has a refreshing feel to it. I think you wont be disappointed to watch this.",positive,en
"I've been involved in Martial Arts for over thirty years and have known Instructor Chris Lopez for over 20. He is by far one of the most talented Martial Artists I've ever met, period. An even better instructor. Couldn't give a higher rating to anyone or a better recommendation. Call him today and schedule a class.",positive,en
